message,id,version,level,task,opcode,keywords,recordid,providername,providerid,logname,processid,threadid,machinename,userid,timecreated,activityid,containerlog,matchedqueryids,bookmark,leveldisplayname,opcodedisplayname,taskdisplayname,keywordsdisplaynames,properties,parsed_timestamp,template_id,log_template,template_code,event_freq,template_entropy,hour_of_day,is_after_hours
Network Connected Name: Identifying... Desc: Identifying... Type: Unmanaged State: Connected Category: Public,10000,0,4,0,0,4611721202799476768,6658,Microsoft-Windows-NetworkProfile,fbcfac3f-8459-419f-8e48-1f0b49cdb85e,Microsoft-Windows-NetworkProfile/Operational,2400,26964,Sree,S-1-5-20,19-02-2026 11:59:39,6186c682-9f54-0005-bdc6-8661549fdc01,Microsoft-Windows-NetworkProfile/Operational,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,INFORMATION,Info,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty],,05060504,4 Network Connected Name: Identifying... Desc: Identifying... Type: Unmanaged State: Connected Category: Public,4,0.09199237368922783,2.386049600051357,-1,1
Entered State: Identifying Network Interface Guid: {40630b7f-9004-4155-b605-9190b072981d},4001,0,4,1,1,4611721202799476736,6657,Microsoft-Windows-NetworkProfile,fbcfac3f-8459-419f-8e48-1f0b49cdb85e,Microsoft-Windows-NetworkProfile/Operational,2400,26964,Sree,S-1-5-20,19-02-2026 11:59:39,6186c682-9f54-0005-bdc6-8661549fdc01,Microsoft-Windows-NetworkProfile/Operational,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,INFORMATION,Info,Wait for Identification,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty],,a96624b4,4 Entered State: Identifying Network Interface Guid: {<UUID>},5,0.09246901811248809,2.3808816298929143,-1,1
Network State Change Fired New Internet Connection Profile: false Connection Cost Changed: false Domain Connectivity Level Changed: false Network Connectivity Level Changed: false Host Name Changed: true Wwan Registration State Changed: false Tethering Operational State Changed: false Tethering Client Count Changed: false,4004,0,4,0,0,4611686018427387904,6656,Microsoft-Windows-NetworkProfile,fbcfac3f-8459-419f-8e48-1f0b49cdb85e,Microsoft-Windows-NetworkProfile/Operational,2400,24844,Sree,S-1-5-20,19-02-2026 11:59:22,6186c682-9f54-0005-bdc6-8661549fdc01,Microsoft-Windows-NetworkProfile/Operational,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,INFORMATION,Info,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty],,b5f53e2a,4 Network State Change Fired New Internet Connection Profile: false Connection Cost Changed: false Domain Connectivity Level Changed: false Network Connectivity Level Changed: false Host Name Changed: true Wwan Registration State Changed: false Tethering Operational State Changed: false Tethering Client Count Changed: false,7,0.26024785510009535,1.3461208132113374,-1,1
Network State Change Fired New Internet Connection Profile: false Connection Cost Changed: false Domain Connectivity Level Changed: false Network Connectivity Level Changed: false Host Name Changed: true Wwan Registration State Changed: false Tethering Operational State Changed: false Tethering Client Count Changed: false,4004,0,4,0,0,4611686018427387904,6655,Microsoft-Windows-NetworkProfile,fbcfac3f-8459-419f-8e48-1f0b49cdb85e,Microsoft-Windows-NetworkProfile/Operational,2400,8344,Sree,S-1-5-20,19-02-2026 11:59:11,6186c682-9f54-0005-bdc6-8661549fdc01,Microsoft-Windows-NetworkProfile/Operational,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,INFORMATION,Info,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty],,b5f53e2a,4 Network State Change Fired New Internet Connection Profile: false Connection Cost Changed: false Domain Connectivity Level Changed: false Network Connectivity Level Changed: false Host Name Changed: true Wwan Registration State Changed: false Tethering Operational State Changed: false Tethering Client Count Changed: false,7,0.26024785510009535,1.3461208132113374,-1,1
Network State Change Fired New Internet Connection Profile: false Connection Cost Changed: false Domain Connectivity Level Changed: false Network Connectivity Level Changed: false Host Name Changed: true Wwan Registration State Changed: false Tethering Operational State Changed: false Tethering Client Count Changed: false,4004,0,4,0,0,4611686018427387904,6654,Microsoft-Windows-NetworkProfile,fbcfac3f-8459-419f-8e48-1f0b49cdb85e,Microsoft-Windows-NetworkProfile/Operational,2400,2876,Sree,S-1-5-20,19-02-2026 11:59:10,6186c682-9f54-0005-bdc6-8661549fdc01,Microsoft-Windows-NetworkProfile/Operational,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,INFORMATION,Info,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty],,b5f53e2a,4 Network State Change Fired New Internet Connection Profile: false Connection Cost Changed: false Domain Connectivity Level Changed: false Network Connectivity Level Changed: false Host Name Changed: true Wwan Registration State Changed: false Tethering Operational State Changed: false Tethering Client Count Changed: false,7,0.26024785510009535,1.3461208132113374,-1,1
Network State Change Fired New Internet Connection Profile: false Connection Cost Changed: false Domain Connectivity Level Changed: false Network Connectivity Level Changed: false Host Name Changed: true Wwan Registration State Changed: false Tethering Operational State Changed: false Tethering Client Count Changed: false,4004,0,4,0,0,4611686018427387904,6653,Microsoft-Windows-NetworkProfile,fbcfac3f-8459-419f-8e48-1f0b49cdb85e,Microsoft-Windows-NetworkProfile/Operational,2400,23480,Sree,S-1-5-20,18-02-2026 12:52:23,6186c682-9f54-0005-bdc6-8661549fdc01,Microsoft-Windows-NetworkProfile/Operational,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,INFORMATION,Info,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty],,b5f53e2a,4 Network State Change Fired New Internet Connection Profile: false Connection Cost Changed: false Domain Connectivity Level Changed: false Network Connectivity Level Changed: false Host Name Changed: true Wwan Registration State Changed: false Tethering Operational State Changed: false Tethering Client Count Changed: false,7,0.26024785510009535,1.3461208132113374,-1,1
Network State Change Fired New Internet Connection Profile: false Connection Cost Changed: false Domain Connectivity Level Changed: false Network Connectivity Level Changed: false Host Name Changed: true Wwan Registration State Changed: false Tethering Operational State Changed: false Tethering Client Count Changed: false,4004,0,4,0,0,4611686018427387904,6652,Microsoft-Windows-NetworkProfile,fbcfac3f-8459-419f-8e48-1f0b49cdb85e,Microsoft-Windows-NetworkProfile/Operational,2400,28212,Sree,S-1-5-20,18-02-2026 12:46:03,6186c682-9f54-0005-bdc6-8661549fdc01,Microsoft-Windows-NetworkProfile/Operational,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,INFORMATION,Info,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty],,b5f53e2a,4 Network State Change Fired New Internet Connection Profile: false Connection Cost Changed: false Domain Connectivity Level Changed: false Network Connectivity Level Changed: false Host Name Changed: true Wwan Registration State Changed: false Tethering Operational State Changed: false Tethering Client Count Changed: false,7,0.26024785510009535,1.3461208132113374,-1,1
Network State Change Fired New Internet Connection Profile: false Connection Cost Changed: false Domain Connectivity Level Changed: false Network Connectivity Level Changed: false Host Name Changed: true Wwan Registration State Changed: false Tethering Operational State Changed: false Tethering Client Count Changed: false,4004,0,4,0,0,4611686018427387904,6651,Microsoft-Windows-NetworkProfile,fbcfac3f-8459-419f-8e48-1f0b49cdb85e,Microsoft-Windows-NetworkProfile/Operational,2400,25856,Sree,S-1-5-20,18-02-2026 12:45:53,6186c682-9f54-0005-bdc6-8661549fdc01,Microsoft-Windows-NetworkProfile/Operational,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,INFORMATION,Info,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty],,b5f53e2a,4 Network State Change Fired New Internet Connection Profile: false Connection Cost Changed: false Domain Connectivity Level Changed: false Network Connectivity Level Changed: false Host Name Changed: true Wwan Registration State Changed: false Tethering Operational State Changed: false Tethering Client Count Changed: false,7,0.26024785510009535,1.3461208132113374,-1,1
Network State Change Fired New Internet Connection Profile: true Connection Cost Changed: true Domain Connectivity Level Changed: false Network Connectivity Level Changed: true Host Name Changed: false Wwan Registration State Changed: false Tethering Operational State Changed: false Tethering Client Count Changed: false,4004,0,4,0,0,4611686018427387904,6650,Microsoft-Windows-NetworkProfile,fbcfac3f-8459-419f-8e48-1f0b49cdb85e,Microsoft-Windows-NetworkProfile/Operational,2400,14512,Sree,S-1-5-20,18-02-2026 11:52:20,6186c682-9f54-0005-bdc6-8661549fdc01,Microsoft-Windows-NetworkProfile/Operational,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,INFORMATION,Info,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty],,9bf572d0,4 Network State Change Fired New Internet Connection Profile: true Connection Cost Changed: true Domain Connectivity Level Changed: false Network Connectivity Level Changed: true Host Name Changed: false Wwan Registration State Changed: false Tethering Operational State Changed: false Tethering Client Count Changed: false,1,0.15061963775023832,1.8929975753693304,-1,1
Network Disconnected Name: realme 9i 5G 16 Desc: realme 9i 5G Type: Unmanaged State: Disconnected Category: Public,10001,0,4,0,0,4611721202799476768,6649,Microsoft-Windows-NetworkProfile,fbcfac3f-8459-419f-8e48-1f0b49cdb85e,Microsoft-Windows-NetworkProfile/Operational,2400,23684,Sree,S-1-5-20,18-02-2026 11:52:20,6186c682-9f54-0005-bdc6-8661549fdc01,Microsoft-Windows-NetworkProfile/Operational,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,INFORMATION,Info,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty],,85138a6e,4 Network Disconnected Name: realme 9i 5G 16 Desc: realme 9i 5G Type: Unmanaged State: Disconnected Category: Public,23,0.0014299332697807435,6.5501275002881325,-1,1
Network State Change Fired New Internet Connection Profile: true Connection Cost Changed: true Domain Connectivity Level Changed: false Network Connectivity Level Changed: true Host Name Changed: false Wwan Registration State Changed: false Tethering Operational State Changed: false Tethering Client Count Changed: false,4004,0,4,0,0,4611686018427387904,6648,Microsoft-Windows-NetworkProfile,fbcfac3f-8459-419f-8e48-1f0b49cdb85e,Microsoft-Windows-NetworkProfile/Operational,2400,10220,Sree,S-1-5-20,18-02-2026 11:34:20,6186c682-9f54-0005-bdc6-8661549fdc01,Microsoft-Windows-NetworkProfile/Operational,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,INFORMATION,Info,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty],,9bf572d0,4 Network State Change Fired New Internet Connection Profile: true Connection Cost Changed: true Domain Connectivity Level Changed: false Network Connectivity Level Changed: true Host Name Changed: false Wwan Registration State Changed: false Tethering Operational State Changed: false Tethering Client Count Changed: false,1,0.15061963775023832,1.8929975753693304,-1,1
"Network Connected Name: realme 9i 5G 16 Desc: realme 9i 5G Type: Unmanaged State: Connected,IPV4 (Internet),IPV6 (Internet) Category: Public",10000,0,4,0,0,4611721202799476768,6647,Microsoft-Windows-NetworkProfile,fbcfac3f-8459-419f-8e48-1f0b49cdb85e,Microsoft-Windows-NetworkProfile/Operational,2400,27868,Sree,S-1-5-20,18-02-2026 11:34:20,6186c682-9f54-0005-bdc6-8661549fdc01,Microsoft-Windows-NetworkProfile/Operational,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,INFORMATION,Info,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty],,a6d2bf41,"4 Network Connected Name: realme 9i 5G 16 Desc: realme 9i 5G Type: Unmanaged State: Connected,IPV4 (Internet),IPV6 (Internet) Category: Public",24,0.0009532888465204957,6.955592608396297,-1,1
Transitioning to State: Identified Network Interface Guid: {40630b7f-9004-4155-b605-9190b072981d},4002,0,4,1,2,4612002677776187392,6646,Microsoft-Windows-NetworkProfile,fbcfac3f-8459-419f-8e48-1f0b49cdb85e,Microsoft-Windows-NetworkProfile/Operational,2400,27868,Sree,S-1-5-20,18-02-2026 11:34:20,6186c682-9f54-0005-bdc6-8661549fdc01,Microsoft-Windows-NetworkProfile/Operational,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,INFORMATION,Info,Wait for Identification,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty],,7b738633,4 Transitioning to State: Identified Network Interface Guid: {<UUID>},3,0.0905624404194471,2.4017157167957564,-1,1
Network State Change Fired New Internet Connection Profile: true Connection Cost Changed: true Domain Connectivity Level Changed: false Network Connectivity Level Changed: true Host Name Changed: false Wwan Registration State Changed: false Tethering Operational State Changed: false Tethering Client Count Changed: false,4004,0,4,0,0,4611686018427387904,6645,Microsoft-Windows-NetworkProfile,fbcfac3f-8459-419f-8e48-1f0b49cdb85e,Microsoft-Windows-NetworkProfile/Operational,2400,928,Sree,S-1-5-20,18-02-2026 11:33:11,6186c682-9f54-0005-bdc6-8661549fdc01,Microsoft-Windows-NetworkProfile/Operational,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,INFORMATION,Info,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty],,9bf572d0,4 Network State Change Fired New Internet Connection Profile: true Connection Cost Changed: true Domain Connectivity Level Changed: false Network Connectivity Level Changed: true Host Name Changed: false Wwan Registration State Changed: false Tethering Operational State Changed: false Tethering Client Count Changed: false,1,0.15061963775023832,1.8929975753693304,-1,1
Network Connected Name: Identifying... Desc: Identifying... Type: Unmanaged State: Connected Category: Public,10000,0,4,0,0,4611721202799476768,6644,Microsoft-Windows-NetworkProfile,fbcfac3f-8459-419f-8e48-1f0b49cdb85e,Microsoft-Windows-NetworkProfile/Operational,2400,27868,Sree,S-1-5-20,18-02-2026 11:33:11,6186c682-9f54-0005-bdc6-8661549fdc01,Microsoft-Windows-NetworkProfile/Operational,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,INFORMATION,Info,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty],,05060504,4 Network Connected Name: Identifying... Desc: Identifying... Type: Unmanaged State: Connected Category: Public,4,0.09199237368922783,2.386049600051357,-1,1
Entered State: Identifying Network Interface Guid: {40630b7f-9004-4155-b605-9190b072981d},4001,0,4,1,1,4611721202799476736,6643,Microsoft-Windows-NetworkProfile,fbcfac3f-8459-419f-8e48-1f0b49cdb85e,Microsoft-Windows-NetworkProfile/Operational,2400,27868,Sree,S-1-5-20,18-02-2026 11:33:11,6186c682-9f54-0005-bdc6-8661549fdc01,Microsoft-Windows-NetworkProfile/Operational,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,INFORMATION,Info,Wait for Identification,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty],,a96624b4,4 Entered State: Identifying Network Interface Guid: {<UUID>},5,0.09246901811248809,2.3808816298929143,-1,1
